,team,position,height,age,appearance,goals,assists,yellow cards,red cards,goals conceded,minutes played,days_injured,award,current_value
1790,FC Empoli,midfield-CentralMidfield,183.0,27.0,43,0.076791809,0.153583618,0.191979522,0.0,0.0,2344,296,1,2500000
1791,FC Empoli,midfield-CentralMidfield,180.0,28.0,56,0.0,0.052832404,0.184913414,0.0,0.0,3407,482,0,2000000
1793,FC Empoli,midfield-CentralMidfield,170.0,20.0,58,0.094265515,0.094265515,0.212097408,0.0,0.0,3819,0,1,1000000
1794,FC Empoli,midfield-AttackingMidfield,173.0,20.0,55,0.305232558,0.065406977,0.065406977,0.0,0.0,4128,102,1,10000000
1795,FC Empoli,Attack-LeftWinger,186.0,22.0,66,0.303468208,0.151734104,0.130057803,0.0,0.0,4152,60,3,3000000
1797,FC Empoli,Attack-RightWinger,187.0,22.0,39,0.093360996,0.186721992,0.280082988,0.0,0.0,964,28,0,2800000
1798,FC Empoli,Attack Centre-Forward,190.0,22.0,55,0.205479452,0.058708415,0.293542074,0.029354207,0.0,3066,48,1,8000000
1799,FC Empoli,Attack Centre-Forward,181.0,22.0,38,0.238305384,0.0,0.0,0.0,0.0,1133,235,5,3500000
1819,US Lecce,midfield-DefensiveMidfield,184.0,19.0,71,0.076045627,0.133079848,0.152091255,0.0,0.0,4734,18,3,2000000
1820,US Lecce,midfield-DefensiveMidfield,190.0,26.0,65,0.048806941,0.048806941,0.34164859,0.0,0.0,3688,51,1,2000000
1821,US Lecce,midfield-CentralMidfield,179.0,21.0,68,0.16400081,0.109333873,0.218667747,0.0,0.0,4939,0,0,6000000
1822,US Lecce,midfield-CentralMidfield,190.0,24.0,62,0.105840847,0.176401411,0.458643669,0.0,0.0,2551,140,0,4500000
1823,US Lecce,midfield-CentralMidfield,187.0,22.0,43,0.0,0.0,0.48358209,0.0,0.0,1675,40,0,2000000
1824,US Lecce,midfield-CentralMidfield,186.0,22.0,42,0.059366755,0.059366755,0.178100264,0.0,0.0,1516,0,1,900000
1825,US Lecce,midfield-CentralMidfield,169.0,19.0,74,0.25200672,0.08400224,0.100802688,0.0,0.0,5357,7,1,100000
1826,US Lecce,Attack-LeftWinger,171.0,22.0,70,0.218543046,0.059602649,0.298013245,0.01986755,0.0,4530,38,0,3000000
1827,US Lecce,Attack-LeftWinger,168.0,28.0,65,0.171475231,0.14697877,0.220468155,0.0,0.0,3674,257,0,1500000
1828,US Lecce,Attack-RightWinger,186.0,26.0,72,0.386266094,0.16794178,0.218324314,0.0,0.0,5359,27,2,10000000
1829,US Lecce,Attack-RightWinger,183.0,26.0,64,0.206557377,0.147540984,0.236065574,0.0,0.0,3050,0,0,4000000
1830,US Lecce,Attack Centre-Forward,188.0,21.0,69,0.289699571,0.072424893,0.26555794,0.0,0.0,3728,102,0,5000000
1846,Spezia Calcio,midfield-DefensiveMidfield,183.0,22.0,72,0.10248624,0.0854052,0.256215601,0.0,0.0,5269,40,2,3500000
1847,Spezia Calcio,midfield-DefensiveMidfield,186.0,31.0,48,0.054678007,0.082017011,0.109356015,0.0,0.0,3292,306,2,1300000
1848,Spezia Calcio,midfield-DefensiveMidfield,181.0,33.0,60,0.050661413,0.050661413,0.329299184,0.0,0.0,3553,264,1,800000
1849,Spezia Calcio,midfield-CentralMidfield,185.0,26.0,52,0.124412497,0.223942494,0.323472491,0.024882499,0.0,3617,175,0,7500000
1850,Spezia Calcio,midfield-CentralMidfield,181.0,25.0,52,0.182741117,0.121827411,0.182741117,0.0,0.0,2955,102,1,4500000
1851,Spezia Calcio,midfield-CentralMidfield,184.0,31.0,27,0.07826087,0.07826087,0.313043478,0.0,0.0,1150,278,0,500000
1852,Spezia Calcio,midfield-CentralMidfield,178.0,20.0,54,0.173611111,0.069444444,0.104166667,0.0,0.0,2592,0,1,500000
1853,Spezia Calcio,midfield-CentralMidfield,178.0,18.0,20,0.063202247,0.0,0.316011236,0.0,0.0,1424,56,0,250000
1854,Spezia Calcio,midfield-AttackingMidfield,182.0,24.0,61,0.075736325,0.050490884,0.201963534,0.025245442,0.0,3565,88,0,3500000
1855,Spezia Calcio,midfield-AttackingMidfield,188.0,27.0,47,0.043838285,0.219191427,0.219191427,0.0,0.0,2053,249,11,2000000
1856,Spezia Calcio,midfield-AttackingMidfield,181.0,21.0,33,0.406779661,0.0,0.203389831,0.0,0.0,885,174,2,2000000
1857,Spezia Calcio,Attack-LeftWinger,168.0,29.0,73,0.120582817,0.015072852,0.301457042,0.0,0.0,5971,106,0,2500000
1858,Spezia Calcio,Attack-RightWinger,190.0,26.0,63,0.380549683,0.190274841,0.081546361,0.0,0.0,3311,197,0,4000000
1859,Spezia Calcio,Attack Centre-Forward,185.0,27.0,64,0.281879195,0.322147651,0.161073826,0.0,0.0,2235,35,1,7000000
1860,Spezia Calcio,Attack Centre-Forward,186.0,26.0,56,0.378619154,0.08908686,0.244988864,0.0,0.0,4041,120,0,6500000
1876,Hellas Verona,midfield-DefensiveMidfield,180.0,26.0,44,0.033345684,0.100037051,0.233419785,0.0,0.0,2699,119,2,5000000
1877,Hellas Verona,midfield-DefensiveMidfield,180.0,20.0,35,0.043290043,0.12987013,0.346320346,0.0,0.0,2079,57,0,1500000
1878,Hellas Verona,midfield-DefensiveMidfield,181.0,37.0,46,0.0,0.134881978,0.37092544,0.0,0.0,2669,444,9,700000
1879,Hellas Verona,midfield-RightMidfield,181.0,20.0,56,0.0,0.104196816,0.156295224,0.0,0.0,3455,7,0,1000000
1880,Hellas Verona,midfield-LeftMidfield,174.0,32.0,67,0.10248624,0.239134561,0.05124312,0.0,0.0,5269,403,2,2500000
1881,Hellas Verona,midfield-AttackingMidfield,181.0,30.0,44,0.484107579,0.0,0.26405868,0.0,0.0,2045,255,1,4500000
1882,Hellas Verona,midfield-AttackingMidfield,180.0,28.0,67,0.095364238,0.02384106,0.357615894,0.0,0.0,3775,381,6,4000000
1883,Hellas Verona,midfield-AttackingMidfield,175.0,26.0,34,0.141620771,0.0,0.283241542,0.0,0.0,1271,334,1,1800000
1884,Hellas Verona,Attack-RightWinger,179.0,21.0,44,0.095187731,0.237969328,0.237969328,0.0,0.0,1891,0,0,1500000
1886,Hellas Verona,Attack Centre-Forward,181.0,28.0,55,0.348066298,0.099447514,0.223756906,0.0,0.0,3620,159,0,4000000
1887,Hellas Verona,Attack Centre-Forward,190.0,30.0,56,0.12465374,0.155817175,0.093490305,0.0,0.0,2888,226,1,2000000
1889,Hellas Verona,Attack Centre-Forward,180.0,33.0,65,0.142517815,0.166270784,0.213776722,0.0,0.0,3789,249,1,1000000
1903,UC Sampdoria,midfield-DefensiveMidfield,178.0,27.0,50,0.026354319,0.052708638,0.131771596,0.0,0.0,3415,470,0,12000000
1904,UC Sampdoria,midfield-DefensiveMidfield,177.0,35.0,64,0.0,0.041522491,0.311418685,0.020761246,0.0,4335,245,2,800000
1905,UC Sampdoria,midfield-DefensiveMidfield,182.0,20.0,55,0.065773447,0.087697929,0.28501827,0.0,0.0,4105,0,0,800000
1906,UC Sampdoria,midfield-DefensiveMidfield,170.0,20.0,37,0.146878825,0.073439412,0.330477356,0.0,0.0,2451,48,0,500000
1907,UC Sampdoria,midfield-CentralMidfield,175.0,18.0,41,0.413602941,0.124080882,0.206801471,0.0,0.0,2176,69,1,4500000
1908,UC Sampdoria,midfield-CentralMidfield,181.0,23.0,40,0.114068441,0.114068441,0.114068441,0.0,0.0,2367,115,6,3500000
1909,UC Sampdoria,midfield-RightMidfield,186.0,25.0,71,0.051282051,0.102564103,0.358974359,0.0,0.0,5265,69,1,2200000
1910,UC Sampdoria,midfield-LeftMidfield,174.0,19.0,55,0.223386652,0.223386652,0.223386652,0.024820739,0.0,3626,190,0,250000
1911,UC Sampdoria,midfield-AttackingMidfield,186.0,26.0,46,0.272543742,0.090847914,0.393674293,0.0,0.0,2972,338,0,3000000
1912,UC Sampdoria,midfield-AttackingMidfield,181.0,31.0,46,0.148662042,0.029732408,0.297324083,0.0,0.0,3027,323,5,2500000
1913,UC Sampdoria,Attack-LeftWinger,178.0,30.0,68,0.38221334,0.202348239,0.112415688,0.0,0.0,4003,281,15,2000000
1914,UC Sampdoria,Attack-RightWinger,180.0,27.0,37,0.330882353,0.220588235,0.330882353,0.0,0.0,1632,437,0,2500000
1915,UC Sampdoria,Attack Centre-Forward,186.0,31.0,57,0.342391304,0.171195652,0.220108696,0.0,0.0,3680,467,0,3000000
1918,UC Sampdoria,Attack Centre-Forward,180.0,40.0,60,0.237198795,0.135542169,0.135542169,0.0,0.0,2656,192,7,1000000
1919,UC Sampdoria,Attack Centre-Forward,184.0,20.0,65,0.533245556,0.236998025,0.177748519,0.019749835,0.0,4557,0,0,400000
1934,US Cremonese,midfield-DefensiveMidfield,187.0,26.0,75,0.045112782,0.030075188,0.30075188,0.015037594,0.0,5985,116,2,3800000
1935,US Cremonese,midfield-DefensiveMidfield,176.0,26.0,41,0.04251299,0.08502598,0.297590931,0.0,0.0,2117,44,0,2000000
1936,US Cremonese,midfield-DefensiveMidfield,180.0,33.0,64,0.0,0.112331503,0.269595607,0.0,0.0,4006,90,4,700000
1937,US Cremonese,midfield-CentralMidfield,187.0,29.0,62,0.0,0.043763676,0.218818381,0.0,0.0,4113,34,1,4000000
1938,US Cremonese,midfield-CentralMidfield,184.0,28.0,40,0.0,0.0,0.149750416,0.0,0.0,1803,426,2,1500000
1939,US Cremonese,midfield-CentralMidfield,179.0,20.0,38,0.073952342,0.0,0.184880855,0.0,0.0,2434,67,0,150000
1940,US Cremonese,Attack-LeftWinger,185.0,30.0,64,0.274204469,0.182802979,0.152335816,0.0,0.0,2954,81,0,800000
1941,US Cremonese,Attack Centre-Forward,175.0,28.0,79,0.680321873,0.197512802,0.131675201,0.0,0.0,4101,196,3,6000000
1942,US Cremonese,Attack Centre-Forward,181.0,20.0,55,0.403225806,0.040322581,0.322580645,0.0,0.0,2232,26,1,5500000
1943,US Cremonese,Attack Centre-Forward,190.0,25.0,72,0.304118268,0.076029567,0.190073918,0.019007392,0.0,4735,66,4,4300000
1945,US Cremonese,Attack Centre-Forward,183.0,37.0,72,0.484848485,0.03030303,0.090909091,0.0,0.0,2970,198,1,200000
1959,US Salernitana 1919,midfield-CentralMidfield,189.0,25.0,52,0.047169811,0.094339623,0.259433962,0.0,0.0,3816,172,0,7500000
1960,US Salernitana 1919,midfield-CentralMidfield,183.0,24.0,46,0.092687951,0.046343975,0.324407827,0.0,0.0,1942,106,0,4000000
1961,US Salernitana 1919,midfield-CentralMidfield,175.0,27.0,69,0.05,0.05,0.25,0.0,0.0,5400,141,0,4000000
1962,US Salernitana 1919,midfield-CentralMidfield,184.0,28.0,65,0.143934202,0.061686086,0.267306374,0.0,0.0,4377,90,9,3400000
1963,US Salernitana 1919,midfield-CentralMidfield,188.0,22.0,37,0.154307758,0.03857694,0.231461637,0.0,0.0,2333,446,1,2000000
1964,US Salernitana 1919,midfield-CentralMidfield,179.0,27.0,62,0.18677735,0.053364957,0.18677735,0.0,0.0,3373,363,1,1500000
1965,US Salernitana 1919,midfield-CentralMidfield,180.0,25.0,58,0.097543353,0.097543353,0.260115607,0.032514451,0.0,2768,255,2,1300000
1966,US Salernitana 1919,midfield-CentralMidfield,180.0,20.0,31,0.068886338,0.0,0.137772675,0.034443169,0.0,2613,0,0,75000
1968,US Salernitana 1919,Attack Centre-Forward,182.0,26.0,68,0.495927168,0.258744609,0.150934356,0.0,0.0,4174,324,1,14000000
1969,US Salernitana 1919,Attack Centre-Forward,185.0,27.0,61,0.287289611,0.156703424,0.130586187,0.0,0.0,3446,150,1,8500000
1970,US Salernitana 1919,Attack Centre-Forward,185.0,26.0,58,0.407503234,0.058214748,0.203751617,0.0,0.0,3092,99,3,4500000
1989,Atalanta BC,midfield-CentralMidfield,188.0,23.0,52,0.078534031,0.052356021,0.261780105,0.0,0.0,3438,16,0,20000000
1991,Atalanta BC,midfield-AttackingMidfield,186.0,28.0,81,0.391932157,0.226908091,0.185652074,0.0,0.0,4363,273,1,25000000
